id,name,RA,DEC,type,const,mag,catalogue,cid
2413,,3.92299,-28.1583,Gxy,Eri,13.73,IC,2007
2414,,3.92333,-28.1667,,Eri,,IC,2008
2415,,3.92269,-56.7463,Gxy,Ret,15.67,IC,2014
2416,,3.92925,-42.3681,Gxy,Eri,11.9,NGC,1487
2417,,3.93853,-21.8214,Gxy,Eri,14.6,NGC,1486
2418,,3.94,33.8667,PN,Per,13,IC,2003
2419,,3.94261,-66.0411,Gxy,Ret,13.5,NGC,1503
2420,,3.945,-17.1,,Eri,,IC,2013
2421,,3.94427,-59.3948,Gxy,Ret,14.93,IC,2017
2422,,3.95764,-46.2119,Gxy,Hor,11.4,NGC,1493
2423,,3.95864,-76.8339,OC,Men,,NGC,1520
2424,,3.96058,-19.2172,Gxy,Eri,14,NGC,1489
2425,,3.96,36.8,Gxy,Per,16,IC,2005
2426,,3.96181,-48.9097,Gxy,Hor,11.8,NGC,1494
2427,,3.96514,-52.7812,Gxy,Dor,15.62,IC,2018
2428,,3.96984,-40.389,Gxy,Hor,15.63,IC,2015
2429,,4.00119,18.5672,**,Tau,15,NGC,1488
2430,,3.97031,-35.4464,Gxy,Eri,13.6,NGC,1492
2431,,3.97056,-52.3289,Gxy,Dor,13.5,NGC,1500
2432,,3.97258,-44.4664,Gxy,Hor,12.8,NGC,1495
2433,,3.97776,-59.044,Gxy,Ret,16.09,IC,2022
2434,,3.98142,-54.0575,Gxy,Ret,15.52,IC,2020
2435,,3.98998,-52.6567,Gxy,Dor,15.65,IC,2021
2436,,3.99358,-67.6353,Gxy,Hyi,11.4,NGC,1511
2437,,3.99462,-52.6812,Gxy,Dor,15.79,IC,2023
2438,,4.00113,-53.371,Gxy,Ret,15.48,IC,2024
2439,,4.006,-52.5739,Gxy,Dor,13.6,NGC,1506
2440,,4.00643,-53.0656,Gxy,Ret,16.08,IC,2025
2441,,4.00772,68.57689999999999,Gxy,Cam,12.8,NGC,1469
2442,,4.00536,-12.0197,***,Eri,,NGC,1498
2443,California nebula,4.054,36.3675,Neb,Per,,NGC,1499
2444,,4.02174,-52.7076,Gxy,Dor,15.07,IC,2028
2445,,4.02165,-52.8008,Gxy,Dor,15.62,IC,2029
2446,,4.0333,20.2404,Gxy,Tau,15.92,IC,2016
2447,,4.03156,5.63944,Gxy,Tau,15.29,IC,2019
2448,,4.03522,23.1331,Gxy,Tau,13.2,NGC,1497
2449,,4.04158,-9.335559999999999,Gxy,Eri,14.4,NGC,1504
2450,,4.04347,-9.3225,Gxy,Eri,13.7,NGC,1505
2451,,4.05375,51.3161,Neb,Per,,NGC,1491
2452,,4.05903,-43.4003,Gxy,Hor,12.6,NGC,1510
2453,,4.0619,19.8948,Gxy,Tau,15.17,IC,358
2454,,4.06222,22.159,Gxy,Tau,14.69,IC,357
2455,,4.06506,-43.3492,Gxy,Hor,10.6,NGC,1512
2456,,4.065,-11.1833,,Eri,,IC,2026
2457,,4.06531,-11.1789,Gxy,Eri,13.7,NGC,1509
2458,,4.06725,-54.1006,Gxy,Dor,11.4,NGC,1515
2459,,4.07553,52.6614,OC,Per,9.6,NGC,1496
2460,,4.07419,-2.18889,Gxy,Eri,12.4,NGC,1507
2461,,4.08167,-19.2333,,Eri,,IC,2030
2462,,4.08436,70.9956,Gxy,Cam,12.8,NGC,1485
2463,,4.08675,-65.84059999999999,Gxy,Ret,14,NGC,1526
2464,,4.09656,25.4086,Gxy,Tau,14.6,NGC,1508
2465,,4.09833,-5.61667,,Eri,,IC,2031
2466,,4.10214,-52.67,Gxy,Dor,13.2,NGC,1522
2467,,4.10308,-54.0883,Ast,Dor,,NGC,1523
2468,,4.11023,-57.9614,Gxy,Ret,15.87,IC,2034
2469,,4.111,37.1157,Gxy,Per,15.08,IC,2027
2470,,4.11361,-21.1792,Gxy,Eri,11.7,NGC,1518
2471,,4.11647,60.9208,PN,Cam,11.5,NGC,1501
2472,,4.11772,-55.3243,Gxy,Dor,14.92,IC,2032
2473,,4.12219,-62.9,Gxy,Ret,13.5,NGC,1529
2474,,4.12069,-53.6811,Gxy,Dor,14.97,IC,2033
2475,,4.12399,-78.2533,Gxy,Men,16.37,IC,2054
2476,,4.13036,62.3317,OC,Cam,6.9,NGC,1502
2477,,4.12969,69.8124,Gxy,Cam,11.54,IC,356
2478,,4.13553,-8.830830000000001,Gxy,Eri,11.8,NGC,1516
2479,,4.13536,-17.1933,Gxy,Eri,13.1,NGC,1519
2480,,4.13853,-21.0519,Gxy,Eri,11.5,NGC,1521
2481,,4.13861,-58.751,Gxy,Ret,14.76,IC,2037
2482,,4.14003,-47.8972,Gxy,Hor,11,NGC,1527
2483,,4.14617,-62.7978,Gxy,Ret,13,NGC,1534
2484,,4.14827,-55.9895,Gxy,Dor,15.39,IC,2038
2485,,4.15053,-45.5176,Gxy,Hor,12.42,IC,2035
2486,,4.15066,-56.0117,Gxy,Dor,14.99,IC,2039
2487,,4.15469,30.7761,PN,Tau,10.9,NGC,1514
2488,,4.15331,8.648059999999999,Gxy,Tau,13.6,NGC,1517
2489,,4.16442,-56.1183,Gxy,Dor,10.9,NGC,1533
2490,,4.16519,49.5172,OC,Per,8.4,NGC,1513
2491,,4.16531,-39.6887,Gxy,Hor,14.39,IC,2036
2492,,4.13542,-8.82972,Gxy,Eri,11.8,NGC,1524
2493,,4.13564,-8.835279999999999,Gxy,Eri,13.8,NGC,1525
2494,,4.18339,-56.4831,Gxy,Ret,12.7,NGC,1536
2495,,4.18595,-53.6867,Gxy,Dor,15.45,IC,2043
2496,,4.18723,-54.5323,Gxy,Dor,16.42,IC,2044
2497,,4.19015,-54.6732,Gxy,Dor,15.11,IC,2046
2498,,4.195,-47.2667,,Hor,,IC,2042
2499,,4.19975,-32.8514,Gxy,Eri,12.3,NGC,1531
2500,,4.20117,-32.875,Gxy,Eri,10.6,NGC,1532
2501,,4.20167,-58.55,Gxy,Ret,,IC,2049
2502,,4.2097,-32.8173,Gxy,Eri,14.66,IC,2041
2503,,4.21192,-57.7381,Gxy,Ret,10.3,NGC,1543
2504,,4.21667,25.6333,Neb,Tau,,IC,360
2505,,4.21661,-32.5532,Gxy,Eri,13.68,IC,2040
2506,,4.22081,-70.43859999999999,Ast,Hyi,,NGC,1557
2507,,4.22797,-31.6461,Gxy,Eri,10.6,NGC,1537
2508,,4.23225,-53.4753,Gxy,Dor,14.5,IC,2050
2509,,4.23775,-12.7392,PN,Eri,9.6,NGC,1535
2510,,4.23833,-33.1167,?,Eri,,IC,2048
2511,,4.24358,-56.0606,Gxy,Dor,11.4,NGC,1546
2512,,4.24333,-13.1667,,Eri,,IC,2045
2513,,4.24894,-13.1917,Gxy,Eri,15.1,NGC,1538
2514,,4.24833,-13.1833,,Eri,,IC,2047
2515,,4.2496,-54.3368,Gxy,Dor,15.33,IC,2052
2516,,4.25294,-28.4889,Gxy,Eri,14.5,NGC,1540
2517,,4.25525,51.2114,OC,Per,6.4,NGC,1528
2518,,4.2625,-55.5917,Gxy,Dor,9.699999999999999,NGC,1549
2519,,4.26333,-49.3667,,Dor,,IC,2053
2520,,4.26961,-55.78,Gxy,Dor,9.4,NGC,1553
2521,,4.27348,-60.2068,Gxy,Ret,12.42,IC,2056
2522,,4.27845,-12.2004,Gxy,Eri,14.16,IC,362
2523,,4.28342,0.834444,Gxy,Tau,13.9,NGC,1541
2524,,4.28725,4.78194,Gxy,Tau,14.1,NGC,1542
2525,,4.28675,-17.8581,Gxy,Eri,13.8,NGC,1547
2526,,4.29353,-62.7844,Gxy,Ret,10.7,NGC,1559
2527,,4.29575,-50.1647,Gxy,Dor,12.8,NGC,1556
2528,,4.29667,-48.9167,,Dor,,IC,2055
2529,,4.29843,-55.9328,Gxy,Dor,13.66,IC,2058
2530,,4.29816,-56.6163,Gxy,Ret,14.84,IC,2060
2531,,4.31539,3.03294,Gxy,Tau,15.2,IC,363
2532,,4.31725,26.8272,Gxy,Tau,14.6,NGC,1539
2533,,4.20787,27.7018,Gxy,Tau,15.39,IC,359
2534,,4.31667,58.3,OC,Cam,11.7,IC,361
2535,,4.31852,3.18906,Gxy,Tau,15.34,IC,364
2536,,4.3206,3.34822,Gxy,Tau,14.87,IC,365
2537,,4.33772,-45.0314,Gxy,Hor,12.7,NGC,1558
2538,,4.32719,2.40972,Gxy,Tau,12.5,NGC,1550
2539,,4.32719,2.40972,Gxy,Tau,12.1,NGC,1551
2540,,4.3282,2.35986,Gxy,Tau,15.66,IC,366
2541,,4.33353,-54.9378,Gxy,Dor,9.800000000000001,NGC,1566
2542,,4.33819,-0.693333,Gxy,Eri,13,NGC,1552
2543,,4.34063,-31.7246,Gxy,Eri,13.98,IC,2059
2544,,4.34473,-14.7811,Gxy,Eri,14.44,IC,367
2545,,4.34897,50.2553,OC,Per,6.2,NGC,1545
2546,,4.35553,36.9167,OC,Per,,NGC,1548
2547,,4.35242,-48.2553,Gxy,Cae,12.4,NGC,1567
2548,,4.35778,-55.9333,Gxy,Dor,14.61,IC,2065
2549,,4.36325,-15.7556,Gxy,Eri,14.3,NGC,1562
2550,Struve's Lost nebula,4.36208,19.5208,Neb,Tau,,NGC,1554
2551,,4.36558,4.0483,Gxy,Tau,15.18,IC,2057
2552,,4.36628,-56.9747,Gxy,Ret,10.7,NGC,1574
2553,,4.36914,-43.6306,Gxy,Cae,12.3,NGC,1570
2554,,4.36914,-43.6306,Gxy,Cae,12.3,NGC,1571
2555,,4.37853,-40.6017,Gxy,Cae,12.9,NGC,1572
2556,,4.37851,-12.6149,Gxy,Eri,14.87,IC,368
2557,Hind's variable nebula,4.36575,19.5344,Neb,Tau,,NGC,1555
2558,,4.38164,-15.7325,Gxy,Eri,15,NGC,1563
2559,,4.38358,-15.7392,Gxy,Eri,14.6,NGC,1564
2560,,4.38167,-15.7333,,Eri,,IC,2063
2561,,4.38364,-15.8458,Gxy,Eri,13.9,NGC,1561
2562,,4.39081,75.2958,Gxy,Cam,12.3,NGC,1530
2563,,4.38986,-15.7444,Gxy,Eri,14,NGC,1565
2564,,4.39117,-11.7901,Gxy,Eri,15.37,IC,369
2565,,4.39167,-15.6833,,Eri,,IC,2064
2566,,4.39231,-54.7334,Gxy,Dor,15.2,IC,2066
2567,,4.39631,-51.6,Gxy,Dor,13.1,NGC,1578
2568,,4.4,21.0833,,Tau,,IC,2061
2569,,4.40167,-9.383330000000001,Gxy,Eri,14,IC,370
2570,,4.40706,-0.746389,Gxy,Eri,14.6,NGC,1568
2571,,4.40992,-57.9808,Gxy,Dor,14.49,IC,2070
2572,,4.41247,-54.9428,Gxy,Dor,12.4,NGC,1581
2573,,4.43167,-48.2,,Cae,,IC,2069
2574,,4.43856,-3.62194,Gxy,Eri,13.3,NGC,1576
2575,,4.43667,-53.1333,,Dor,,IC,2071
2576,,4.43908,-10.0989,Gxy,Eri,12.7,NGC,1575
2577,,4.43908,-10.0989,Gxy,Eri,12.7,NGC,1577
2578,,4.44356,-42.0937,Gxy,Cae,14.23,IC,2068
2579,,4.44333,-53.1833,Gxy,Dor,,IC,2073
2580,,4.44833,-48.3667,,Cae,,IC,2072
2581,,4.45917,-42.1653,Gxy,Cae,13.7,NGC,1585
2582,,4.46056,-55.0269,Gxy,Dor,11.2,NGC,1596
2583,,4.46511,-55.0572,Gxy,Dor,13.4,NGC,1602
2584,,4.4695,-17.5233,Gxy,Eri,13.9,NGC,1584
2585,,4.46833,-48.2167,,Cae,,IC,2076
2586,,4.47181,-5.17944,Gxy,Eri,13.7,NGC,1580
2587,,4.47242,-17.5953,Gxy,Eri,14.2,NGC,1583
2588,,4.47267,-47.8158,Gxy,Cae,12.8,NGC,1595
2589,,4.47523,-53.738,Gxy,Dor,14.86,IC,2079
2590,,4.47594,-47.7831,Gxy,Cae,13.4,NGC,1598
2591,,4.48358,-53.6137,Gxy,Dor,14.22,IC,2081
2592,,4.48582,-53.8281,Gxy,Dor,14.88,IC,2082
2593,,4.49361,-71.8383,OC,Hyi,12.7,NGC,1629
2594,,4.49186,-26.7131,Gxy,Eri,13,NGC,1591
2595,,4.49464,-27.4086,Gxy,Eri,14.1,NGC,1592
2596,,4.50167,-5.01667,?,Eri,,IC,372
2597,,4.50394,35.2797,Neb,Per,,NGC,1579
2598,,4.50333,-0.55,,Eri,,IC,371
2599,,4.51064,-0.305,Gxy,Eri,13.4,NGC,1586
2600,,4.51114,0.661111,Gxy,Tau,12.1,NGC,1587
2601,,4.51189,-4.87025,Gxy,Eri,14.91,IC,373
2602,,4.5123,-53.9809,Gxy,Dor,14.97,IC,2083
2603,,4.51367,64.8475,Gxy,Cam,11.3,NGC,1569
2604,,4.51217,0.664722,Gxy,Tau,12.9,NGC,1588
2605,,4.51269,0.863333,Gxy,Tau,12.8,NGC,1589
2606,,4.51433,-5.79833,Gxy,Eri,13,NGC,1594
2607,,4.51333,35.45,,Per,,IC,2067
2608,,4.51667,-5.8,Gxy,Eri,,IC,2075
2609,,4.51833,-12.9667,,Eri,,IC,375
2610,,4.52126,-12.4551,Gxy,Eri,14.84,IC,376
2611,,4.5195,7.63111,Gxy,Tau,14.1,NGC,1590
2612,,4.52039,-11.2906,Gxy,Eri,14,NGC,1597
2613,,4.52167,-12.45,,Eri,,IC,377
2614,,4.52167,7.7,OC,Tau,,IC,2074
2615,,4.5234,-54.4169,Gxy,Dor,13.95,IC,2085
2616,,4.525,-12.3,,Eri,,IC,378
2617,,4.52739,-4.58833,Gxy,Eri,13.7,NGC,1599
2618,,4.52561,-53.6476,Gxy,Dor,15.72,IC,2086
2619,,4.52775,-5.08778,Gxy,Eri,11.5,NGC,1600
2620,,4.53053,-5.09444,Gxy,Eri,13.8,NGC,1603
2621,,4.52758,-54.6017,Gxy,Dor,10.7,NGC,1617
2622,,4.52814,-12.9271,Gxy,Eri,15.25,IC,380
2623,,4.52825,-5.06028,Gxy,Eri,13.8,NGC,1601
2624,,4.53503,0.567222,Gxy,Tau,13.8,NGC,1593
2625,,4.53294,-5.36972,Gxy,Eri,13.7,NGC,1604
2626,,4.53503,0.567222,Gxy,Tau,13.5,NGC,1608
2627,,4.53083,-7.23834,Gxy,Eri,14.84,IC,379
2628,,4.53167,-4.68333,,Eri,,IC,2078
2629,,4.53333,43.8481,OC,Per,7,NGC,1582
2630,,4.53419,-4.46028,Gxy,Eri,13.3,NGC,1607
2631,,4.53425,-5.0325,Gxy,Eri,14.9,NGC,1606
2632,,4.535,0.566667,,Tau,,IC,2077
2633,,4.535,-48.2833,,Cae,,IC,2084
2634,,4.53833,-5.75,,Eri,,IC,2080
2635,,4.54242,16.6342,Gxy,Tau,15.81,IC,374
2636,,4.54586,-4.3725,Gxy,Eri,13.5,NGC,1609
2637,,4.54333,-75.55,,Men,,IC,2089
2638,,4.54497,-43.7156,Gxy,Cae,13,NGC,1616
2639,,4.54692,71.88330000000001,Gxy,Cam,11.3,NGC,1560
2640,,4.54667,71.90000000000001,Gxy,Cam,12,IC,2062
2641,,4.55164,-4.29694,Gxy,Eri,13.4,NGC,1611
2642,,4.55364,-4.17222,Gxy,Eri,13.4,NGC,1612
2643,,4.55703,-4.26528,Gxy,Eri,13.7,NGC,1613
2644,,4.56669,-8.57917,Gxy,Eri,12.9,NGC,1614
2645,,4.57052,-4.69967,Gxy,Eri,15.71,NGC,1610
2646,,4.59231,-13.5561,Gxy,Eri,15.6,NGC,1623
2647,,4.58447,73.2625,Gxy,Cam,12.2,NGC,1573
2648,,4.58175,45.2697,OC,Per,10.7,NGC,1605
2649,,4.60053,19.95,Gxy,Tau,13.7,NGC,1615
2650,,4.60186,-3.14917,Gxy,Eri,12.7,NGC,1618
2651,,4.59525,-65.7731,OC,Dor,,NGC,1641
2652,,4.60317,-4.8325,NF,Eri,,NGC,1619
2653,,4.60694,-4.98722,Gxy,Eri,13.6,NGC,1621
2654,,4.61036,-0.143056,Gxy,Eri,12.8,NGC,1620
2655,,4.61017,-3.18889,Gxy,Eri,13.1,NGC,1622
2656,,4.61842,-3.30444,Gxy,Eri,12.6,NGC,1625
2657,,4.60694,-4.98722,Gxy,Eri,13.6,NGC,1626
2658,,4.62097,-18.9014,Gxy,Eri,14.3,NGC,1630
2659,,4.62719,-4.88889,Gxy,Eri,13,NGC,1627
2660,,4.62675,-4.71694,Gxy,Eri,13.4,NGC,1628
2661,,4.62575,-70.5856,OC,Men,12.3,NGC,1651
2662,,4.66625,-9.456110000000001,Gxy,Eri,14.4,NGC,1632
2663,,4.63167,-9.51667,Gxy,Eri,13,IC,382
2664,,4.62767,-66.1969,OC,Dor,13,NGC,1644
2665,,4.63969,-68.67310000000001,OC,Dor,12.9,NGC,1649
2666,,4.63969,-68.67310000000001,OC,Dor,13.1,NGC,1652
2667,,4.64008,-20.6503,Gxy,Eri,13.6,NGC,1631
2668,,4.65,9.9,,Tau,,IC,383
2669,,4.655,-7.83333,,Eri,,IC,384
2670,,4.65875,-7.09751,Gxy,Eri,15.19,IC,385
2671,,4.66335,-76.8368,Gxy,Men,14.78,IC,2103
2672,,4.66917,7.34917,Gxy,Tau,13.7,NGC,1633
2673,,4.66942,7.33861,Gxy,Tau,14.1,NGC,1634
2674,,4.66667,-9.449999999999999,,Eri,,IC,386
2675,,4.66667,25.7333,Neb,Tau,,IC,2087
2676,,4.66883,-0.5475,Gxy,Eri,12.6,NGC,1635
2677,,4.67681,50.4617,OC+Neb,Per,11.8,NGC,1624
2678,,4.67783,-8.60778,Gxy,Eri,13,NGC,1636
2679,,4.68153,-16.9944,***,Eri,,NGC,1639
2680,,4.69111,-2.85806,Gxy,Eri,11.1,NGC,1637
2681,,4.69342,-1.80917,Gxy,Eri,12,NGC,1638
2682,,4.69563,-7.08643,Gxy,Eri,13.86,IC,387
2683,,4.7,-7.3,Gxy,Eri,15,IC,388
2684,,4.69989,-7.31139,Gxy,Eri,14.89,IC,389
2685,,4.70109,-7.20634,Gxy,Eri,15.41,IC,390
2686,,4.70403,-20.4353,Gxy,Eri,11.9,NGC,1640
2687,,4.71103,-69.8214,OC,Men,14.1,NGC,1673
2688,,4.71531,0.618611,Gxy,Tau,12.8,NGC,1642
2689,,4.71667,-65.8147,Gxy,Dor,14.1,NGC,1669
2690,,4.72889,-5.31972,Gxy,Eri,13.3,NGC,1643
2691,,4.73172,-68.8278,OC,Dor,,NGC,1676
2692,,4.72833,27.2667,,Tau,,IC,2088
2693,,4.73511,-5.46556,Gxy,Eri,13,NGC,1645
2694,,4.73364,-41.4639,Gxy,Cae,13.7,NGC,1658
2695,,4.73642,-41.4983,Gxy,Cae,14.1,NGC,1660
2696,,4.73983,-8.53167,Gxy,Eri,13,NGC,1646
2697,,4.74124,75.6397,Gxy,Cam,13.2,IC,381
2698,,4.743,-8.47889,Gxy,Eri,14.6,NGC,1648
2699,,4.745,-34,,Cae,,IC,2090
2700,,4.75642,-83.9969,GC,Men,14.1,NGC,1841
2701,,4.75319,-15.87,Gxy,Eri,12.7,NGC,1650
2702,,4.76192,-59.2478,Gxy,Dor,10.2,NGC,1672
2703,,4.76314,-2.39333,Gxy,Eri,11.8,NGC,1653
2704,,4.76344,-2.08389,Gxy,Eri,13.6,NGC,1654
2705,,4.76483,-5.13694,Gxy,Eri,12.9,NGC,1656
2706,,4.76544,19.1117,OC,Tau,6.4,NGC,1647
2707,,4.76831,-44.7331,Gxy,Cae,12.8,NGC,1668
2708,,4.78664,20.9236,NF,Tau,,NGC,1655
2709,,4.76869,-2.07694,Gxy,Eri,14,NGC,1657
2710,,4.77382,3.50535,Gxy,Ori,13.46,IC,392
2711,,4.77494,-4.78833,Gxy,Eri,12.5,NGC,1659
2712,,4.77667,-4.68333,Ast,Eri,,IC,2091
2713,,4.78,-4.95,**,Eri,,IC,2092
2714,,4.78547,-2.055,Gxy,Ori,13.4,NGC,1661
2715,,4.79411,-69.3436,OC,Dor,12.9,NGC,1693
2716,,4.79569,-69.37390000000001,OC,Dor,12.2,NGC,1695
2717,,4.77398,-2.67943,Gxy,Ori,14.93,IC,2093
2718,,4.79772,-15.5252,Gxy,Eri,14.99,IC,393
2719,,4.80833,-68.2431,OC,Dor,14,NGC,1696
2720,,4.80475,-5.4275,Gxy,Eri,12.8,NGC,1665
2721,,4.80653,-59.8003,Gxy,Dor,12.1,NGC,1688
2722,,4.80667,-5.36667,,Eri,,IC,2094
2723,,4.80803,10.9303,OC,Ori,6.4,NGC,1662
2724,,4.80914,-6.56972,Gxy,Eri,12.7,NGC,1666
2725,,4.82208,13.1478,OC,Ori,,NGC,1663
2726,,4.81033,-6.32,Gxy,Eri,12.6,NGC,1667
2727,,4.80936,-47.8172,Gxy,Pic,13.8,NGC,1680
2728,,4.81011,-68.5581,GC,Dor,12.6,NGC,1697
2729,,4.8127,-5.12479,Gxy,Eri,15.96,IC,2095
2730,,4.815,-6.28333,?,Eri,,IC,394
2731,,4.82436,-69.85080000000001,OC,Men,12.5,NGC,1702
2732,,4.81792,-69.11360000000001,GC,Dor,12.1,NGC,1698
2733,,4.82333,-69.2,Neb,Dor,,IC,2105
2734,,4.82667,0.25,,Ori,,IC,395
2735,,4.82667,-4.98333,***,Eri,,IC,2096
2736,,4.83208,-69.7564,OC,Dor,11.5,NGC,1704
2737,,4.82847,-2.76028,Gxy,Ori,12.8,NGC,1670
2738,,4.83206,-31.9675,Gxy,Cae,11.6,NGC,1679
2739,,4.82614,0.253056,Gxy,Ori,12.9,NGC,1671
2740,,4.84002,-5.08106,Gxy,Eri,15.33,IC,2097
2741,,4.84339,-69.98560000000001,OC,Men,10.1,NGC,1711
2742,,4.84563,-5.41859,Gxy,Eri,14.42,IC,2098
2743,,4.77494,-4.78833,Gxy,Eri,12.5,NGC,1677
2744,,4.8478,-4.89257,Gxy,Eri,14.99,IC,2099
2745,,4.85233,43.6744,OC,Aur,7.6,NGC,1664
2746,,4.85333,-4.83333,**,Eri,,IC,2100
2747,,4.85583,-33.9394,Gxy,Cae,14.1,NGC,1687
2748,,4.84958,-69.4075,OC+Neb,Dor,,NGC,1712
2749,,4.86173,-6.2314,Gxy,Eri,14.42,IC,2101
2750,,4.85986,-2.62361,Gxy,Ori,13.3,NGC,1678
2751,,4.86392,-5.80361,Gxy,Eri,12.9,NGC,1681
2752,,4.865,-4.96667,Gxy,Eri,15,IC,2102
2753,,4.865,-69.40000000000001,Neb,Dor,,IC,2111
2754,,4.869,-66.92529999999999,OC,Dor,11.6,NGC,1714
2755,,4.86958,-66.9089,Neb,Dor,,NGC,1715
2756,,4.87375,-67.0508,OC,Dor,12.3,NGC,1718
2757,,4.86206,-69.39830000000001,OC+Neb,Dor,13.2,NGC,1722
2758,,4.87022,-69.3389,OC+Neb,Dor,11.1,NGC,1727
2759,,4.87217,-3.10583,Gxy,Ori,13.5,NGC,1682
2760,,4.87156,-3.02472,Gxy,Ori,14.7,NGC,1683
2761,,4.87358,23.9078,NF,Tau,,NGC,1674
2762,,4.87358,23.9078,NF,Tau,,NGC,1675
2763,,4.87531,-3.10583,Gxy,Ori,12,NGC,1684
2764,,4.87531,-62.9867,Gxy,Dor,13.3,NGC,1706
2765,,4.87617,-2.94917,Gxy,Ori,14.1,NGC,1685
2766,,4.88181,-15.3481,Gxy,Eri,13.7,NGC,1686
2767,,4.88108,-59.7433,Gxy,Dor,11.7,NGC,1703
2768,,4.88631,-68.65000000000001,OC,Dor,12.3,NGC,1732
2769,,4.88378,-68.0531,Neb,Dor,,NGC,1736
2770,,4.89264,-68.7689,OC,Dor,13.1,NGC,1734
2771,,4.89225,-66.92529999999999,OC+Neb,Dor,9.9,NGC,1731
2772,,4.81033,-6.32,Gxy,Eri,12.1,NGC,1689
2773,,4.90133,-66.6828,OC,Dor,13.3,NGC,1733
2774,,4.90547,-67.0997,OC,Dor,10.8,NGC,1735
2775,,4.90089,-69.1992,Neb,Dor,,NGC,1743
2776,,4.90386,-53.3611,Gxy,Pic,11.9,NGC,1705
2777,,4.90336,-69.8064,OC,Men,14.5,NGC,1751
2778,,4.90536,1.64028,Gxy,Ori,14.3,NGC,1690
2779,,4.89942,-69.1711,Neb,Dor,,NGC,1737
2780,,4.90575,-69.1589,OC+Neb,Dor,,NGC,1745
2781,,4.90722,-69.1842,OC+Neb,Dor,,NGC,1748
2782,,4.90497,-70.4417,OC,Men,12,NGC,1754
2783,,4.91064,3.26722,Gxy,Ori,12.2,NGC,1691
2784,,4.91558,-68.1889,OC,Dor,13.6,NGC,1749
2785,,4.91386,-69.2375,OC,Dor,12.2,NGC,1756
2786,,4.91,-69.2,,Dor,,IC,2114
2787,,4.91972,-67.16889999999999,OC+Neb,Dor,9.4,NGC,1747
2788,,4.92081,-68.2042,OC,Dor,9.9,NGC,1755
2789,,4.92131,-4.65278,Gxy,Eri,14.3,NGC,1694
2790,,4.92325,-20.5711,Gxy,Lep,13.3,NGC,1692
2791,,4.93086,-29.8842,Gxy,Cae,13,NGC,1701
2792,,4.93269,-70.22499999999999,OC,Men,12.2,NGC,1766
2793,,4.92992,-74.2856,OC,Men,12.8,NGC,1777
2794,,4.94106,-67.6939,OC,Dor,12.6,NGC,1764
2795,,4.94092,-69.4006,OC+Neb,Dor,10.6,NGC,1767
2796,,4.94383,-66.4789,OC+Neb,Dor,9.9,NGC,1761
2797,,4.94567,-66.5275,Neb,Dor,,NGC,1760
2798,,4.94167,-15.7833,Gxy,Lep,,IC,2104
2799,,4.94333,-28.5,Gxy,Cae,,IC,2106
2800,,4.95006,-68.24939999999999,OC,Dor,12.8,NGC,1768
2801,,4.94803,-69.5561,OC+Neb,Dor,11,NGC,1772
2802,,4.94703,-66.4092,Neb,Dor,,NGC,1763
2803,,4.94817,-70.4294,OC,Men,12.6,NGC,1775
2804,,4.949,-4.86472,Gxy,Eri,11.1,NGC,1700
2805,,4.94989,-4.7575,Gxy,Eri,13.9,NGC,1699
2806,,4.95439,-68.4181,OC+Neb,Dor,9,NGC,1770
2807,,4.95167,-66.40000000000001,Neb,Dor,,IC,2115
2808,,4.95333,-68.45,Neb,Dor,,IC,2117
2809,,4.95472,-15.2889,Gxy,Lep,13,NGC,1710
2810,,4.955,-15.2833,Gxy,Lep,14,IC,2108
2811,,4.95584,78.18899999999999,Gxy,Cam,12.99,IC,391
2812,,4.95667,-66.41670000000001,Neb,Dor,,IC,2116
2813,,4.96419,-69.3922,OC+Neb,Dor,10.5,NGC,1782
2814,,4.96242,-66.4636,Neb,Dor,,NGC,1769
2815,,4.96858,-67.24250000000001,OC,Dor,10.8,NGC,1774
2816,,4.96425,-71.9008,OC,Men,13.1,NGC,1789
2817,,4.96637,68.3235,Gxy,Cam,12.92,IC,396
2818,,4.97,-7.78333,Gxy,Eri,,IC,398
2819,,4.96981,-66.3592,Neb,Dor,,NGC,1773
2820,,4.97167,8.25,?,Ori,,IC,2107
2821,,4.97036,-20.3642,Gxy,Lep,13.4,NGC,1716
2822,,4.97347,-62.0283,Gxy,Dor,13,NGC,1765
2823,,4.97772,-66.4297,OC,Dor,13,NGC,1776
2824,,4.9765,-68.84439999999999,Ast,Dor,,NGC,1785
2825,,4.97886,-0.478056,Gxy,Ori,14.3,NGC,1709
2826,,4.97239,8.238329999999999,Ast,Ori,,NGC,1707
2827,,4.98183,-0.489444,Gxy,Ori,12.7,NGC,1713
2828,,4.98211,-63.2989,Gxy,Dor,13.8,NGC,1771
2829,,4.98578,-65.9853,OC,Dor,10.9,NGC,1783
2830,,4.98514,-70.16889999999999,OC,Men,13.1,NGC,1791
2831,,4.98333,-0.316667,,Ori,,IC,2109
2832,,4.98333,-0.316667,,Ori,,IC,2110
2833,,4.98553,-67.7453,OC,Dor,10.9,NGC,1786
2834,,5.02847,-65.8231,OC,Dor,10.9,NGC,1787
2835,,4.99169,0.238333,*,Ori,,NGC,1717
2836,,4.98814,-11.1189,Gxy,Eri,12.8,NGC,1721
